participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag,source_file,target, participant
4,10,0,0,26.219,26219,-1.97,-3.06,5.06,6.2328,0.5149,1.2065,-2.6584,31.06,-41.25,22.06,-4.3055,5.8649,1.7025,7.4722,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_01.csv,2,2.0
4,10,0,0,26.341,26341,-2.75,-3.24,4.29,6.0386,1.3145,0.5574,-1.8893,13.94,-51.06,6.56,-4.1006,4.6651,2.0435,6.5386,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_01.csv,2,2.0
4,10,0,0,26.461,26461,0.02,-9.13,5.15,10.4824,0.6534,0.5389,0.4789,9.44,-59.88,6.38,-3.5576,2.8473,2.4529,5.1749,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_01.csv,2,2.0
4,10,0,0,26.582,26582,-1.82,-5.1,4.82,7.2495,-0.9087,-0.2498,3.3739,22.5,-54.81,22.06,-3.3286,1.8,2.7648,4.6865,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_01.csv,2,2.0
4,10,0,0,26.703,26703,-7.57,-2.47,4.55,9.1711,-0.5171,-0.5411,2.558,39.63,-42.81,39.25,-3.8875,1.2373,3.0,5.064,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_01.csv,2,2.0
4,10,0,0,26.829,26829,-8.18,-1.7,3.66,9.1213,-0.0033,-0.6196,3.0063,53.56,-28.56,56.19,-4.4532,0.8503,3.087,5.4848,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_01.csv,2,2.0
4,10,0,0,26.951,26951,-8.61,2.19,3.43,9.5233,-0.6,-0.3905,2.7184,61.69,4.44,74.94,-5.0009,1.0268,3.1322,5.9895,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_01.csv,2,2.0
4,10,0,0,27.113,27113,-6.9,6.65,3.34,10.1483,-0.8945,-0.3818,2.6158,53.06,48.31,95.69,-5.2512,1.7678,3.1596,6.3783,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_01.csv,2,2.0
4,10,0,0,27.234,27234,-5.15,8.41,2.02,10.0663,-1.1508,-0.4527,2.6038,40.25,67.81,109.94,-5.2378,2.6431,3.0094,6.5937,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_01.csv,2,2.0
4,10,0,0,27.355,27355,-0.25,10.82,0.86,10.857,-1.1705,-0.0316,4.7462,16.38,80.38,133.31,-4.5806,3.7206,2.7262,6.5005,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_01.csv,2,2.0
1,1,0,0,0.0,0,-3.14,9.44,0.76,9.9775,-0.1276,0.0731,-0.1494,18.94,85.44,120.0,-2.7198,9.3408,0.9463,9.7747,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,0.121,121,-3.13,9.21,0.72,9.7539,-0.0327,0.0927,-0.036,19.44,85.63,118.75,-2.7738,9.3236,0.9165,9.7705,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,0.288,288,-3.34,9.19,0.62,9.7978,-0.0142,0.0033,-0.0415,20.0,85.75,117.69,-2.8484,9.306,0.8774,9.7716,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,0.408,408,-3.41,9.15,0.62,9.7844,0.0,-0.0415,-0.1036,20.44,85.81,117.38,-2.9224,9.2854,0.8435,9.7709,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,0.529,529,-3.47,9.06,0.61,9.7209,0.0065,-0.0916,-0.1134,21.19,85.94,117.06,-2.9946,9.2557,0.8127,9.762,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,0.651,651,-3.59,9.06,0.6,9.7638,-0.0371,-0.1287,-0.0905,22.0,86.38,116.94,-3.073,9.2299,0.7847,9.7597,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,0.771,771,-3.71,9.08,0.52,9.8225,0.0044,-0.1014,-0.0851,22.69,86.81,116.94,-3.157,9.2102,0.7498,9.765,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,0.892,892,-3.81,8.94,0.59,9.7359,0.0207,-0.06,-0.132,23.44,86.81,116.75,-3.243,9.1746,0.7288,9.7581,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,1.014,1014,-3.54,8.78,0.64,9.4884,0.0065,-0.0305,-0.0011,23.94,86.94,116.56,-3.2822,9.1226,0.7171,9.7215,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,1.14,1140,-2.74,9.58,1.41,10.0634,0.0796,0.0011,-0.3174,24.69,86.5,115.94,-3.2107,9.1829,0.8084,9.7615,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,1.302,1302,-3.93,13.49,1.51,14.1317,0.4276,0.0065,1.573,23.38,85.69,118.75,-3.3055,9.7504,0.9008,10.3348,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,1.423,1423,-2.32,13.19,1.66,13.495,0.7887,-0.0349,3.9783,3.44,81.13,139.31,-3.1756,10.2037,1.0009,10.7332,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,1.544,1544,0.51,11.79,0.92,11.8368,1.5435,0.0142,3.5812,-21.5,72.81,164.5,-2.69,10.4127,0.9902,10.8,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,1.666,1666,2.42,7.14,3.09,8.1476,2.2068,0.745,3.8703,-44.25,54.25,181.75,-2.0166,9.9815,1.2669,10.2616,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,1.792,1792,4.99,1.25,2.61,5.7684,1.9799,0.6469,4.8978,-64.38,7.63,202.0,-1.0933,8.8309,1.4439,9.0147,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,1.913,1913,0.82,-8.74,-1.3,8.8741,0.9665,-0.2345,1.85,-55.5,-50.13,220.88,-0.8412,6.5155,1.0823,6.6581,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,2.033,2033,6.28,-5.68,2.81,8.9217,-0.0404,-0.4952,-2.9921,-54.88,-45.25,214.44,0.0972,4.9084,1.31,5.0812,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,1,0,0,2.154,2154,7.65,-2.2,3.61,8.7404,-1.4421,0.2323,-1.5992,-62.94,-19.13,202.81,1.0925,3.9717,1.6131,4.4238,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,2.317,2317,7.42,3.18,3.68,8.8719,-1.2566,0.4505,-2.21,-64.13,32.38,191.56,1.9263,3.8674,1.8854,4.714,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,2.443,2443,7.94,5.74,3.03,10.2553,-1.045,0.1614,-1.765,-56.31,59.13,183.13,2.7187,4.1142,2.0363,5.3352,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,2.565,2565,5.92,7.49,2.52,9.8741,-0.4691,0.0611,-1.7868,-43.94,71.81,172.69,3.1406,4.559,2.1,5.921,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,2.686,2686,4.01,8.89,1.97,9.9495,-0.3316,-0.2313,-2.2111,-30.56,76.5,160.31,3.2551,5.1297,2.0829,6.4225,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,2.806,2806,2.23,10.49,1.75,10.8663,-0.3491,-0.2007,-1.9155,-16.81,79.19,148.75,3.1201,5.8361,2.039,6.9247,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,2.927,2927,0.18,10.2,1.09,10.2597,-0.5683,0.0949,-1.7257,-5.56,82.25,137.94,2.7326,6.4111,1.914,7.2272,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,3.048,3048,-0.86,11.69,0.46,11.7306,-0.5029,0.2007,-1.4563,5.63,86.19,125.5,2.2592,7.1067,1.7224,7.6535,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,3.169,3169,-1.77,10.04,0.35,10.2008,-0.1025,0.1309,-1.2708,14.25,87.44,115.38,1.7283,7.4933,1.5415,7.843,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,3.334,3334,-3.09,9.46,0.12,9.9526,-0.096,-0.3578,-1.537,25.88,88.63,104.5,1.0933,7.7524,1.3542,7.9454,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,3.457,3457,-5.35,9.0,0.15,10.4712,0.1134,-0.3949,-0.9218,36.13,90.25,96.94,0.2443,7.9168,1.1955,8.0103,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,3.578,3578,-4.81,9.34,0.66,10.5265,0.0415,-0.2356,-0.0622,37.94,91.0,96.81,-0.4217,8.1044,1.1249,8.1929,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,3.699,3699,-6.81,11.51,0.93,13.406,-0.2367,-0.1036,0.4963,38.19,92.69,96.94,-1.2636,8.5531,1.0993,8.7156,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,3.82,3820,-3.97,14.14,-1.23,14.7382,0.66,1.0374,3.543,23.44,90.19,108.94,-1.6202,9.2893,0.7923,9.4628,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,3.941,3941,-0.45,13.81,0.12,13.8179,0.8192,-0.3382,4.5248,-3.69,83.19,133.81,-1.466,9.8851,0.7037,10.0179,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,4.062,4062,-0.28,11.68,0.68,11.7031,1.1606,-1.2599,4.8695,-35.75,71.31,171.75,-1.3097,10.1216,0.7006,10.23,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,4.186,4186,0.79,2.1,2.83,3.6115,1.5326,-0.3916,3.4198,-55.38,41.81,195.25,-1.033,9.0645,0.9812,9.1758,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,4.35,4350,7.56,-7.42,2.26,10.8313,1.4955,-0.0862,2.8133,-62.69,-15.69,212.5,0.0993,6.8923,1.1497,6.9882,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,4.471,4471,5.73,-3.08,2.19,6.8641,0.3883,-0.9108,-1.5763,-57.81,-22.44,210.13,0.8413,5.5782,1.2868,5.7862,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,4.592,4592,6.02,-0.75,5.29,8.049,-0.684,-0.1713,-1.1901,-56.88,-7.31,201.06,1.5237,4.7443,1.8143,5.303,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,2,0,0,4.714,4714,6.59,0.86,4.47,8.0093,-1.5773,0.4112,-1.2763,-57.94,13.25,197.75,2.1913,4.2325,2.1643,5.2345,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,4.834,4834,7.15,3.93,4.38,9.2602,-1.4061,0.0491,-1.6701,-55.06,37.81,193.88,2.8448,4.1926,2.4562,5.6306,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,4.956,4956,6.6,5.98,3.3,9.4979,-0.9817,-0.1833,-1.4541,-47.25,54.25,187.56,3.3396,4.4281,2.5674,6.1117,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,5.077,5077,3.58,8.47,2.98,9.6663,-0.8181,-0.4396,-2.6289,-33.0,64.56,176.44,3.3713,4.9607,2.6218,6.5459,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,5.202,5202,2.63,9.51,3.54,10.4828,-0.841,-0.204,-1.5512,-19.69,71.44,165.75,3.2736,5.5602,2.7428,7.0111,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,5.364,5364,-0.05,10.46,2.0,10.6496,-0.7101,-0.0109,-1.5163,-5.75,79.88,154.06,2.8356,6.2059,2.6449,7.3177,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,5.485,5485,-0.75,11.03,1.2,11.1204,-0.4789,0.2334,-1.4759,2.56,83.69,144.94,2.3631,6.8416,2.4545,7.6431,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,5.608,5608,-2.44,10.73,0.71,11.0268,-0.3098,0.4058,-1.0428,12.13,85.94,132.75,1.7302,7.354,2.2246,7.8755,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,5.73,5730,-1.95,9.88,0.41,10.0789,-0.1004,0.384,-1.0112,17.06,86.19,124.88,1.2452,7.6868,1.9855,8.0362,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,5.854,5854,-3.34,9.19,0.52,9.7919,-0.3087,0.1484,-1.2741,26.44,86.75,112.88,0.641,7.8849,1.7924,8.1114,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,5.975,5975,-3.43,9.38,0.23,9.9901,-0.4887,-0.1178,-0.5432,30.06,89.44,107.13,0.1046,8.0819,1.5865,8.2368,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,6.096,6096,-4.88,10.9,0.19,11.9441,-0.276,-0.3796,-0.4549,33.69,93.06,103.38,-0.5523,8.4533,1.4025,8.5866,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,6.217,6217,-5.78,13.65,-0.98,14.8557,0.1691,-0.0436,1.5053,29.0,94.56,109.19,-1.2411,9.1381,1.0885,9.286,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,6.379,6379,-2.22,13.87,0.41,14.0525,1.6395,0.0022,4.5629,1.56,83.19,136.19,-1.3701,9.7616,0.9991,9.9078,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,6.504,6504,0.16,10.04,2.01,10.2405,1.5032,-0.9916,6.5613,-33.69,68.5,175.19,-1.1685,9.7983,1.1323,9.9325,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,6.625,6625,1.55,4.38,0.59,4.6835,2.4707,-0.2967,3.9728,-58.19,25.44,205.56,-0.8103,9.0843,1.0609,9.1819,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,6.747,6747,2.82,-5.93,0.79,6.6137,2.1358,0.1527,1.6101,-58.13,-30.5,218.31,-0.3319,7.1058,1.0252,7.187,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,6.868,6868,6.85,-5.35,3.35,9.3149,-0.1953,-0.384,-1.7781,-58.44,-33.0,212.31,0.6145,5.4645,1.3315,5.6578,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,3,0,0,6.989,6989,7.6,0.27,4.33,8.7511,-0.7123,-0.3992,-1.8926,-60.06,-1.13,199.13,1.535,4.78,1.7266,5.309,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,7.11,7110,6.29,2.59,3.72,7.7531,-0.9839,-0.1985,-1.9755,-56.63,21.5,191.31,2.1616,4.4914,1.9893,5.3668,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,7.231,7231,5.6,5.01,4.66,8.8417,-1.2708,-0.2651,-2.0573,-47.06,43.63,180.94,2.6147,4.5597,2.3412,5.754,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,7.398,7398,4.23,9.18,3.4,10.6642,-1.4868,-0.2509,-1.729,-32.06,63.69,171.06,2.8275,5.1686,2.4808,6.3924,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,7.52,7520,1.9,9.71,2.84,10.2937,-0.949,-0.0884,-1.8053,-19.13,73.88,161.19,2.7053,5.767,2.5281,6.8533,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,7.64,7640,0.19,9.99,1.5,10.1038,-0.7396,-0.0687,-1.561,-8.31,79.81,151.56,2.3739,6.3235,2.3926,7.1656,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,7.761,7761,-2.1,11.23,1.02,11.4701,-0.4996,-0.0971,-1.9788,4.06,83.88,140.0,1.7843,6.97,2.2117,7.5271,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,7.882,7882,-3.32,9.87,0.36,10.4196,-0.4134,0.1669,-1.1508,14.31,86.56,129.06,1.1117,7.3522,1.9677,7.6917,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,8.003,8003,-3.47,9.71,-0.08,10.3117,-0.408,0.1963,-1.4803,22.25,88.69,118.81,0.508,7.6629,1.6979,7.8651,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,8.125,8125,-4.35,9.28,-0.32,10.2539,-0.4363,-0.1407,-1.2719,31.69,91.44,108.0,-0.1322,7.876,1.432,8.0062,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,8.25,8250,-5.21,9.05,-0.56,10.4575,-0.3294,-0.1931,-0.6665,37.31,95.13,101.88,-0.8013,8.0307,1.1695,8.1549,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,8.413,8413,-6.42,10.88,-0.18,12.6342,-0.2367,-0.204,-0.1396,38.38,98.56,100.56,-1.5417,8.4061,0.9917,8.6037,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,8.533,8533,-6.85,14.15,-2.51,15.92,0.4701,0.5683,3.1798,27.75,96.94,110.44,-2.2412,9.163,0.5302,9.448,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,8.654,8654,-2.11,13.56,-0.73,13.7426,1.4094,-0.2193,4.9786,0.75,87.81,136.63,-2.2239,9.7424,0.3642,9.9997,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,8.776,8776,0.16,12.25,-0.2,12.2527,1.7595,-1.3854,5.5174,-35.25,72.88,177.19,-1.9098,10.0729,0.2898,10.2564,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,8.896,8896,1.08,4.24,1.9,4.7701,2.1348,-0.4963,3.987,-57.06,34.0,203.0,-1.5158,9.3043,0.502,9.4403,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,9.017,9017,2.68,-3.18,3.34,5.3339,1.7541,-0.1124,3.1329,-59.19,-18.06,218.75,-0.9629,7.6591,0.876,7.769,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,9.139,9139,6.36,-7.03,1.93,9.6745,1.5021,-0.4952,0.2662,-50.94,-43.44,225.56,0.0021,5.7235,1.0149,5.8128,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,9.264,9264,6.1,-5.92,2.73,8.928,-0.0938,0.1593,-1.5533,-56.38,-38.75,212.56,0.8056,4.1892,1.2409,4.4427,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,4,0,0,9.426,9426,7.12,0.56,3.92,8.147,-1.2108,0.2313,-1.9188,-64.81,-9.06,205.25,1.6377,3.7109,1.5939,4.3582,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,9.547,9547,7.32,2.34,4.11,8.7149,-1.1694,-0.3872,-2.1053,-62.25,25.06,194.81,2.3865,3.5303,1.9255,4.6761,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,9.668,9668,5.97,5.93,4.17,9.3912,-1.0036,-0.3992,-2.5013,-50.56,47.88,184.56,2.8587,3.8465,2.2212,5.2822,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,9.789,9789,4.71,7.41,3.36,9.4012,-1.009,-0.0742,-1.7671,-38.56,61.25,174.63,3.1026,4.3161,2.3713,5.8205,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,9.911,9911,3.09,8.99,2.52,9.8346,-0.9294,-0.0142,-2.066,-26.88,71.06,164.56,3.101,4.932,2.3909,6.2974,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,10.032,10032,1.59,10.39,2.06,10.7109,-0.6054,-0.1298,-1.8937,-14.25,77.31,153.38,2.9019,5.6512,2.3473,6.7725,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,10.157,10157,-0.47,10.4,1.56,10.5268,-0.2989,-0.2018,-1.5915,-2.44,80.38,142.94,2.4575,6.277,2.2436,7.1045,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,10.278,10278,-2.06,10.25,1.16,10.5191,-0.3534,-0.0916,-1.4399,8.06,82.5,133.25,1.8622,6.8005,2.1008,7.3572,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,10.44,10440,-3.9,9.72,0.69,10.4959,-0.336,0.0785,-1.0897,19.94,85.06,120.5,1.1029,7.1852,1.9149,7.5174,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,10.561,10561,-4.19,8.96,-0.01,9.8913,-0.4974,0.0611,-0.9708,26.06,87.31,112.81,0.4055,7.4191,1.6612,7.6136,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,10.682,10682,-5.29,8.7,-0.5,10.1943,-0.7189,-0.1407,-0.9403,33.0,91.94,104.06,-0.3451,7.5879,1.3764,7.7194,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,10.804,10804,-5.31,8.9,-0.94,10.4062,-0.5443,-0.0436,-0.0993,35.38,96.75,99.81,-0.9993,7.7608,1.0712,7.8978,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,10.93,10930,-5.07,8.79,-1.06,10.2026,-0.2149,0.0687,0.1364,34.0,98.5,99.69,-1.5357,7.8964,0.7903,8.0831,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,11.05,11050,-6.79,12.6,-0.86,14.3389,-0.1473,0.0382,-0.7058,35.69,99.25,97.69,-2.2281,8.5162,0.5729,8.8215,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,11.171,11171,-5.48,14.79,-2.26,15.9337,1.0254,0.5116,4.552,22.38,95.69,110.94,-2.6566,9.343,0.1996,9.7154,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,11.292,11292,-0.18,12.8,-0.03,12.8013,1.7661,-1.0908,6.4239,-15.19,83.0,150.06,-2.3303,9.7985,0.1693,10.0732,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,11.454,11454,1.29,5.21,1.03,5.4653,2.9692,-0.4025,5.1618,-57.56,33.06,196.94,-1.8532,9.1939,0.2827,9.383,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,11.581,11581,2.34,-4.53,2.77,5.8025,1.7006,-0.0884,4.5782,-55.63,-34.81,220.56,-1.3006,7.3854,0.6105,7.5239,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,11.703,11703,0.99,-7.17,1.66,7.4259,0.1996,-0.9752,-1.9057,-48.56,-42.13,221.44,-0.9988,5.4674,0.7488,5.6081,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,11.823,11823,7.58,-0.19,4.83,8.9901,-0.0654,0.7701,-1.4083,-55.63,-28.06,208.63,0.1317,4.7219,1.2866,4.8958,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,5,0,0,11.945,11945,9.0,-1.67,4.03,10.0015,-0.9621,1.1879,-0.2509,-64.75,-24.06,207.5,1.3003,3.8796,1.6481,4.4111,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,6,0,0,12.066,12066,7.67,0.56,2.57,8.1085,-0.9523,0.3043,-1.5643,-70.69,-6.5,207.38,2.1397,3.4422,1.7696,4.4224,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,6,0,0,12.204,12204,7.03,3.29,2.57,8.1762,-0.8181,-0.1724,-2.5024,-65.38,41.31,194.75,2.7841,3.4221,1.8751,4.7935,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,6,0,0,12.325,12325,5.67,7.46,2.57,9.7162,-0.8639,-0.2803,-2.7609,-49.13,63.31,180.06,3.1644,3.9542,1.9666,5.4329,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,6,0,0,12.487,12487,3.55,9.36,2.13,10.2347,-0.7919,-0.4276,-2.3824,-28.94,74.69,164.75,3.2152,4.6665,1.9882,6.0056,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
1,6,0,0,12.608,12608,0.73,11.12,1.54,11.2498,-0.6829,-0.3752,-1.7453,-14.13,79.63,153.88,2.8877,5.5169,1.9291,6.519,P004_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_03.csv,2,2.0
